month,day,year,sno,state,total_schools,reported_schools,meal_not_served,food_grains,fund,cook_cum_helper,ngo_shg,holidays,others
2,2,2026,6,GUJARAT,32251,31733,85,1,0,35,0,9,40
2,2,2026,7,HARYANA,14197,13553,1,0,0,0,0,0,1
2,2,2026,8,HIMACHAL PRADESH,14416,8493,37,0,0,0,0,29,8
2,2,2026,9,MADHYA PRADESH,88192,83735,423,25,4,1,0,1,392
2,2,2026,10,MAHARASHTRA,83605,75918,649,0,1,65,0,436,147
2,2,2026,11,ODISHA,50354,28562,12,0,0,0,0,0,12
2,2,2026,12,PUNJAB,19574,17659,11,0,0,0,0,0,11
2,2,2026,13,RAJASTHAN,67628,47410,1350,73,1,33,4,982,257
2,2,2026,14,TAMIL NADU,41658,39883,79,1,0,0,1,23,54
2,2,2026,15,TRIPURA,4327,4316,5,0,0,0,0,1,4
2,2,2026,16,UTTAR PRADESH,141688,137386,492,42,20,13,55,30,332
2,2,2026,17,UTTARAKHAND,16273,15408,122,0,0,0,0,64,58
2,2,2026,18,WEST BENGAL,81824,75424,3630,0,0,27,2,255,3346
2,3,2026,1,ANDHRA PRADESH,43218,43006,5,0,0,0,0,0,5
2,3,2026,2,ASSAM,43785,41986,5,0,0,0,0,1,4
2,3,2026,3,BIHAR,65961,59272,143,5,1,7,1,0,129
2,3,2026,4,DELHI,2793,2784,2,0,0,0,0,0,2
2,3,2026,5,GOA,1216,1216,11,2,0,0,0,9,0
2,3,2026,6,GUJARAT,32251,31702,91,5,0,35,0,8,43
2,3,2026,7,HARYANA,14197,12960,2,0,0,1,0,0,1
2,3,2026,8,HIMACHAL PRADESH,14416,8956,32,0,0,0,1,24,7
2,3,2026,9,MADHYA PRADESH,88192,84612,436,19,3,3,0,1,410
2,3,2026,10,MAHARASHTRA,83605,77152,651,0,1,61,0,451,138
2,3,2026,11,MIZORAM,2481,1934,1,0,0,0,0,0,1
2,3,2026,12,ODISHA,50354,29048,9,0,0,1,0,0,8
2,3,2026,13,PUNJAB,19574,16977,11,0,0,0,0,0,11
2,3,2026,14,RAJASTHAN,67628,49528,728,86,0,24,5,424,189
2,3,2026,15,TAMIL NADU,41658,33337,98,0,0,1,0,43,54
2,3,2026,16,TRIPURA,4327,4316,6,0,0,0,0,0,6
2,3,2026,17,UTTAR PRADESH,141688,130660,847,22,19,3,21,106,676
2,3,2026,18,WEST BENGAL,81824,75604,3913,1,0,16,1,300,3595
2,4,2026,1,ASSAM,43785,17360,15,2,0,0,0,0,13
2,4,2026,2,GOA,1216,918,37,0,0,0,0,36,1
2,4,2026,3,HIMACHAL PRADESH,14416,5986,3,2,0,0,0,0,1
2,4,2026,4,MADHYA PRADESH,88192,22102,58,8,0,0,0,0,50
2,4,2026,5,MAHARASHTRA,83605,20331,227,0,0,16,0,175,36
2,4,2026,6,MIZORAM,2481,1486,1,0,0,0,0,0,1
2,4,2026,7,RAJASTHAN,67628,20276,136,37,1,12,2,26,58
2,4,2026,8,TAMIL NADU,41658,38078,197,0,0,1,0,135,61
2,4,2026,9,TRIPURA,4327,2306,9,2,0,0,0,5,2
2,4,2026,10,UTTAR PRADESH,141688,14355,299,6,8,1,14,172,98
2,4,2026,11,UTTARAKHAND,16273,9320,21,3,0,0,0,10,8
